id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
4814,2019-02-01,,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
4815,2015-08-01,,Two year,Yes,Bank transfer (automatic),74.55,4191.45,DSL,Yes,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,0
4816,2018-08-01,,One year,Yes,Mailed check,40.2,711.95,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,No,0
4817,2017-06-01,,One year,No,Mailed check,70.5,2201.75,DSL,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,No,No,0
4818,2016-09-01,,One year,Yes,Mailed check,19.75,806.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4819,2014-07-01,,Two year,No,Bank transfer (automatic),24.65,1620.45,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
4820,2014-09-01,,Month-to-month,Yes,Electronic check,104.25,6812.95,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
4821,2018-01-01,,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,Yes,0
4822,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,69.8,69.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
4823,2014-07-01,,One year,Yes,Credit card (automatic),109.7,7344.45,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
4824,2019-05-01,2019-12-01,Month-to-month,No,Mailed check,73.75,545.15,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
4825,2016-07-01,,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,DSL,Yes,Yes,No,No,No,No,Female,1,No,No,No,0
4826,2018-02-01,,Month-to-month,Yes,Electronic check,94.6,2283.15,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,No,No,No,0
4827,2019-02-01,2019-11-01,Month-to-month,No,Electronic check,54.55,494.05,DSL,Yes,No,No,No,No,No,Male,1,No,No,Yes,1
4828,2014-05-01,,Two year,No,Bank transfer (automatic),20.2,1376.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
4829,2017-01-01,,One year,No,Bank transfer (automatic),20.3,755.4,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
4830,2018-06-01,,Two year,Yes,Credit card (automatic),39.4,825.4,DSL,Yes,No,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
4831,2019-07-01,,Month-to-month,No,Bank transfer (automatic),69.15,488.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4832,2016-09-01,2019-10-01,Month-to-month,Yes,Electronic check,76.25,2841.55,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1
4833,2019-06-01,2019-11-01,Month-to-month,Yes,Mailed check,93.9,486.85,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
4834,2016-09-01,,One year,Yes,Electronic check,51.35,2075.1,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
4835,2015-08-01,,One year,Yes,Credit card (automatic),100.05,5299.65,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,0,No,No,No,0
4836,2019-09-01,2019-12-01,Month-to-month,Yes,Electronic check,70.4,204.7,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
4837,2014-05-01,,Two year,No,Credit card (automatic),20.3,1356.3,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
4838,2015-09-01,,One year,Yes,Credit card (automatic),94.45,5042.75,Fiber optic,No,Yes,Yes,Yes,No,Yes,Female,0,No,No,No,0
4839,2018-08-01,,One year,No,Credit card (automatic),46.4,812.4,DSL,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,No,0
4840,2014-10-01,,Two year,Yes,Credit card (automatic),104.05,6605.55,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,No,0
4841,2017-05-01,2019-12-01,Month-to-month,Yes,Electronic check,91.15,2995.45,Fiber optic,No,Yes,No,No,No,Yes,Female,0,Yes,Yes,Yes,1
4842,2018-06-01,,Month-to-month,No,Credit card (automatic),24.9,505.95,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
4843,2015-05-01,,One year,No,Mailed check,59.6,3509.4,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0
4844,2014-11-01,,Two year,No,Credit card (automatic),108.5,6991.9,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
4845,2019-01-01,,Two year,No,Mailed check,40.55,590.35,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0
4846,2016-02-01,,One year,Yes,Bank transfer (automatic),58.95,2789.7,DSL,No,Yes,No,No,No,Yes,Female,1,Yes,No,No,0
4847,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,70.95,137.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
4848,2015-05-01,,Two year,No,Mailed check,20.75,1123.15,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
4849,2014-03-01,,One year,Yes,Bank transfer (automatic),113.15,7953.25,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
4850,2019-07-01,,Month-to-month,No,Electronic check,48.8,349.8,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
4851,2018-10-01,,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,DSL,No,No,No,No,No,Yes,Female,0,No,No,Yes,0
4852,2017-04-01,,Month-to-month,No,Electronic check,100.85,3527.3,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
4853,2016-12-01,2020-01-01,Month-to-month,Yes,Electronic check,99.5,3762.0,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,1
4854,2018-10-01,,Month-to-month,Yes,Mailed check,80.55,1248.9,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,0
4855,2016-02-01,,One year,Yes,Bank transfer (automatic),64.4,3035.35,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,Yes,Yes,0
4856,2015-04-01,,One year,Yes,Credit card (automatic),75.2,4300.8,DSL,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
4857,2014-02-01,,Two year,Yes,Bank transfer (automatic),84.9,6065.3,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
4858,2019-07-01,,Month-to-month,No,Mailed check,19.3,144.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4859,2016-08-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,Fiber optic,Yes,Yes,Yes,No,No,No,Female,0,No,No,No,1
4860,2015-10-01,2019-10-01,Month-to-month,No,Electronic check,117.45,5438.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,1
4861,2019-01-01,2019-11-01,Month-to-month,Yes,Electronic check,104.4,1081.45,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,No,No,No,1
4862,2017-08-01,,One year,No,Credit card (automatic),74.65,2308.6,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,No,0
4863,2017-07-01,,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,DSL,No,No,No,No,Yes,No,Male,0,Yes,No,Yes,0
4864,2016-04-01,,One year,Yes,Credit card (automatic),69.1,3255.35,DSL,No,No,Yes,Yes,No,Yes,Female,1,No,No,Yes,0
4865,2015-12-01,,Two year,No,Mailed check,20.55,1067.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
4866,2017-10-01,,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,Fiber optic,No,No,No,Yes,No,No,Male,0,Yes,No,No,0
4867,2014-08-01,,Two year,Yes,Bank transfer (automatic),62.5,4136.4,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
4868,2019-02-01,2019-10-01,Month-to-month,Yes,Electronic check,29.4,221.9,DSL,No,No,Yes,No,No,No,Male,1,No,No,No,1
4869,2016-09-01,,Month-to-month,Yes,Bank transfer (automatic),94.9,3848.0,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,0
4870,2014-02-01,,Two year,Yes,Bank transfer (automatic),111.65,8022.85,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
4871,2019-07-01,,One year,No,Mailed check,19.9,173.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4872,2016-12-01,,Month-to-month,No,Mailed check,20.45,781.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
4873,2016-06-01,,One year,Yes,Electronic check,106.05,4510.8,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,No,No,No,0
4874,2016-03-01,,One year,Yes,Bank transfer (automatic),113.45,5317.8,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
4875,2015-09-01,,Month-to-month,Yes,Electronic check,92.55,4779.45,Fiber optic,No,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,No,0
4876,2019-10-01,,Month-to-month,No,Electronic check,65.6,250.1,DSL,No,No,Yes,No,Yes,No,Male,0,Yes,No,Yes,0
4877,2018-06-01,,Month-to-month,Yes,Electronic check,84.35,1745.2,Fiber optic,No,No,No,No,Yes,No,Male,1,No,No,Yes,0
4878,2019-09-01,2019-11-01,Month-to-month,No,Mailed check,44.65,74.9,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
4879,2015-05-01,,One year,Yes,Credit card (automatic),71.1,4140.1,DSL,No,Yes,Yes,No,Yes,No,Male,1,Yes,No,Yes,0
4880,2016-06-01,,Month-to-month,Yes,Electronic check,85.15,3670.5,Fiber optic,Yes,Yes,No,Yes,No,No,Female,1,Yes,No,No,0
4881,2018-02-01,,Month-to-month,Yes,Mailed check,49.7,1167.8,DSL,No,No,Yes,No,No,No,Male,0,No,No,No,0
4882,2018-11-01,,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,DSL,Yes,No,No,No,No,No,Male,0,Yes,Yes,No,0
4883,2019-10-01,2020-01-01,Month-to-month,No,Electronic check,25.25,58.9,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
4884,2019-06-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),84.05,333.55,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,Yes,Yes,1
4885,2016-12-01,2020-01-01,Month-to-month,Yes,Electronic check,85.7,3171.15,Fiber optic,No,No,No,No,Yes,No,Male,1,Yes,No,Yes,1
4886,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,74.7,74.7,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,No,1
4887,2018-02-01,,Month-to-month,No,Credit card (automatic),56.35,1381.2,DSL,Yes,No,No,Yes,No,No,Female,0,No,No,No,0
4888,2019-07-01,2019-12-01,Month-to-month,Yes,Electronic check,90.8,455.5,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,Yes,1
4889,2017-05-01,,Month-to-month,No,Electronic check,107.55,3645.5,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
4890,2015-04-01,,Two year,Yes,Mailed check,19.85,1158.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
4891,2014-02-01,,Two year,Yes,Bank transfer (automatic),95.9,6954.15,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,Yes,Yes,Yes,0
4892,2014-03-01,,Two year,No,Mailed check,23.85,1672.1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
4893,2017-09-01,2020-01-01,Month-to-month,Yes,Electronic check,106.15,3152.5,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes,1
4894,2015-11-01,,Two year,Yes,Credit card (automatic),83.85,4307.1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
4895,2017-05-01,2019-11-01,One year,No,Bank transfer (automatic),85.35,2530.4,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,No,1
4896,2014-02-01,,Two year,Yes,Credit card (automatic),84.8,6141.65,Fiber optic,Yes,Yes,No,Yes,No,No,Male,1,Yes,No,No,0
4897,2016-11-01,2019-11-01,Month-to-month,Yes,Electronic check,90.85,3186.7,Fiber optic,Yes,No,No,No,Yes,No,Male,1,No,No,Yes,1
4898,2018-12-01,,Two year,No,Bank transfer (automatic),76.1,1054.8,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,No,Yes,No,0
4899,2014-02-01,,Two year,No,Mailed check,74.55,5430.65,DSL,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
4900,2018-04-01,,Month-to-month,No,Electronic check,39.2,849.9,DSL,No,Yes,No,No,Yes,No,Female,0,Yes,Yes,No,0
4901,2019-12-01,,Month-to-month,No,Electronic check,79.55,151.75,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,Yes,0
4902,2018-11-01,,Month-to-month,No,Mailed check,19.6,299.4,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4903,2015-11-01,,Two year,No,Credit card (automatic),19.55,1086.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
4904,2014-04-01,,Two year,Yes,Credit card (automatic),39.15,2692.75,DSL,Yes,No,Yes,Yes,No,No,Male,0,Yes,No,No,0
4905,2014-03-01,,Two year,No,Bank transfer (automatic),20.1,1389.6,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
4906,2016-11-01,,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
4907,2015-01-01,,Month-to-month,No,Electronic check,59.8,3641.5,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,Yes,0
4908,2015-10-01,,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,0
4909,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,35.75,35.75,DSL,No,No,No,No,Yes,No,Female,0,No,No,No,1
4910,2014-10-01,,One year,Yes,Mailed check,108.5,6880.85,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
4911,2014-12-01,,Two year,Yes,Credit card (automatic),60.15,3753.2,DSL,No,Yes,Yes,Yes,No,No,Male,0,Yes,No,No,0
4912,2017-08-01,,Two year,No,Mailed check,19.05,637.55,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
4913,2019-06-01,2019-10-01,Month-to-month,No,Electronic check,46.0,181.6,DSL,No,No,No,No,No,No,Female,1,Yes,Yes,No,1
4914,2014-11-01,,One year,Yes,Bank transfer (automatic),84.0,5329.55,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,No,0
4915,2020-01-01,,Month-to-month,Yes,Credit card (automatic),44.55,44.55,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
4916,2018-11-01,,Month-to-month,Yes,Electronic check,103.45,1539.8,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
4917,2017-11-01,,One year,Yes,Credit card (automatic),80.65,2209.75,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,Yes,No,0
4918,2019-10-01,,Month-to-month,Yes,Mailed check,57.2,223.75,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,Yes,No,0
4919,2014-02-01,,Two year,Yes,Electronic check,110.75,7751.7,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
4920,2016-05-01,,One year,No,Credit card (automatic),24.7,1174.35,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,0
4921,2016-05-01,,Month-to-month,Yes,Electronic check,97.05,4385.05,Fiber optic,Yes,Yes,No,Yes,Yes,No,Female,1,No,No,Yes,0
4922,2017-02-01,,One year,Yes,Mailed check,76.35,2606.35,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,No,0
4923,2018-08-01,2020-01-01,Month-to-month,Yes,Electronic check,89.4,1539.45,Fiber optic,Yes,No,Yes,No,Yes,No,Male,0,Yes,Yes,No,1
4924,2020-01-01,,Month-to-month,No,Mailed check,18.9,18.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4925,2018-10-01,,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,0
4926,2019-09-01,2019-12-01,Month-to-month,Yes,Mailed check,19.8,58.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
4927,2019-06-01,2019-10-01,Month-to-month,Yes,Electronic check,50.9,225.6,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,1
4928,2014-03-01,,Two year,Yes,Credit card (automatic),84.4,5969.3,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0
4929,2019-04-01,,Month-to-month,Yes,Mailed check,24.4,253.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
4930,2018-06-01,,Two year,No,Mailed check,20.05,400.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
4931,2019-06-01,2019-10-01,Month-to-month,Yes,Electronic check,81.0,340.85,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
4932,2017-09-01,2019-11-01,Month-to-month,Yes,Electronic check,98.35,2515.3,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
4933,2019-10-01,,Month-to-month,No,Credit card (automatic),55.5,227.35,DSL,No,No,No,No,Yes,No,Female,0,No,No,No,0
4934,2019-08-01,2020-01-01,Month-to-month,Yes,Mailed check,51.0,305.95,DSL,No,Yes,No,No,Yes,Yes,Male,0,No,No,No,1
4935,2019-09-01,2020-01-01,Month-to-month,Yes,Electronic check,91.65,365.4,Fiber optic,No,Yes,No,No,Yes,No,Female,0,Yes,No,Yes,1
4936,2017-09-01,,Month-to-month,Yes,Electronic check,84.3,2357.75,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,Yes,0
4937,2019-12-01,,Month-to-month,No,Electronic check,100.2,198.5,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,No,No,No,0
4938,2017-09-01,,Two year,No,Mailed check,19.4,554.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4939,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,90.85,90.85,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,Yes,No,1
4940,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,69.4,69.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
4941,2019-05-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),94.45,742.95,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,No,No,No,1
4942,2019-01-01,,Month-to-month,Yes,Electronic check,20.4,251.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4943,2015-03-01,,Month-to-month,Yes,Electronic check,94.75,5597.65,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,Yes,No,Yes,0
4944,2019-09-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
4945,2015-11-01,2020-01-01,Month-to-month,Yes,Electronic check,95.7,4816.7,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,1
4946,2018-08-01,,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,0
4947,2018-09-01,,Month-to-month,No,Mailed check,74.55,1215.8,DSL,Yes,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,No,0
4948,2016-03-01,,Two year,No,Electronic check,73.6,3522.65,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,No,0
4949,2017-11-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
4950,2019-06-01,2019-12-01,Month-to-month,Yes,Electronic check,47.95,305.1,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,1
5237,2017-03-01,,One year,Yes,Electronic check,73.0,2471.25,DSL,No,No,Yes,Yes,Yes,Yes,Male,1,No,No,No,0
4951,2018-07-01,,Month-to-month,No,Credit card (automatic),50.1,910.45,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
4952,2019-10-01,2020-01-01,Month-to-month,Yes,Electronic check,63.6,155.65,DSL,No,No,No,Yes,Yes,No,Female,0,No,No,Yes,1
4953,2014-06-01,,Two year,Yes,Electronic check,53.0,3656.25,DSL,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,Yes,No,0
4954,2019-12-01,,Month-to-month,No,Bank transfer (automatic),19.85,52.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
4955,2019-07-01,,One year,Yes,Credit card (automatic),24.35,150.85,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
4956,2018-08-01,,Month-to-month,Yes,Mailed check,19.55,389.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4957,2014-03-01,,Two year,No,Credit card (automatic),25.05,1873.7,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
4958,2019-01-01,,Month-to-month,No,Credit card (automatic),93.8,1261.0,Fiber optic,Yes,Yes,No,No,No,Yes,Male,1,Yes,No,Yes,0
4959,2019-09-01,2019-12-01,Month-to-month,Yes,Mailed check,36.85,108.7,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,No,1
4960,2014-02-01,,Two year,Yes,Bank transfer (automatic),103.75,7346.2,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
4961,2014-08-01,,Two year,Yes,Credit card (automatic),56.75,3708.4,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
4962,2018-02-01,,One year,Yes,Credit card (automatic),20.8,469.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
4963,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,44.1,44.1,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
4964,2015-06-01,,Two year,Yes,Mailed check,24.45,1385.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
4965,2018-04-01,,One year,No,Bank transfer (automatic),25.6,548.8,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,Yes,0
4966,2018-10-01,2019-12-01,Month-to-month,Yes,Electronic check,50.75,712.75,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,1
4967,2014-11-01,2019-12-01,One year,Yes,Credit card (automatic),104.4,6405.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1
4968,2016-08-01,2019-12-01,Month-to-month,Yes,Electronic check,39.3,1637.4,DSL,No,Yes,No,No,Yes,No,Female,1,Yes,No,No,1
4969,2016-08-01,,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,DSL,Yes,Yes,Yes,No,No,No,Female,0,No,No,No,0
4970,2014-02-01,,Two year,Yes,Bank transfer (automatic),83.3,6042.7,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
4971,2019-02-01,,Month-to-month,Yes,Credit card (automatic),79.55,958.25,Fiber optic,No,No,No,Yes,No,No,Female,0,No,No,Yes,0
4972,2014-03-01,,Two year,No,Bank transfer (automatic),24.45,1730.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
4973,2017-12-01,,One year,No,Mailed check,19.2,459.6,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
4974,2019-07-01,,Month-to-month,No,Mailed check,29.8,201.95,DSL,Yes,No,No,No,No,No,Female,0,No,Yes,No,0
4975,2019-08-01,,Month-to-month,No,Mailed check,45.5,285.2,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
4976,2015-01-01,2019-11-01,One year,Yes,Electronic check,106.45,6145.85,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,No,1
4977,2015-11-01,,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,DSL,No,Yes,No,No,No,No,Male,0,Yes,No,No,0
4978,2014-02-01,,Two year,Yes,Bank transfer (automatic),65.65,4664.5,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
4979,2018-04-01,2019-10-01,Month-to-month,Yes,Electronic check,96.05,1740.7,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,No,No,No,1
4980,2019-05-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
4981,2016-03-01,,Two year,No,Mailed check,74.05,3496.3,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,0
4982,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,44.7,93.7,DSL,No,No,No,No,No,No,Male,1,No,No,No,1
4983,2014-12-01,,One year,Yes,Bank transfer (automatic),110.75,7053.35,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,No,No,Yes,0
4984,2018-10-01,,Two year,No,Mailed check,19.7,301.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
4985,2019-08-01,,Month-to-month,Yes,Credit card (automatic),49.5,312.7,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
4986,2018-05-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,DSL,No,No,Yes,Yes,No,No,Male,0,No,No,No,1
4987,2014-05-01,,Two year,Yes,Credit card (automatic),43.95,2960.1,DSL,Yes,No,Yes,No,No,Yes,Female,0,Yes,Yes,No,0
4988,2018-11-01,2019-10-01,Month-to-month,Yes,Electronic check,74.35,834.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,1
4989,2014-10-01,,Month-to-month,Yes,Electronic check,111.15,6953.4,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
4990,2016-10-01,2020-01-01,One year,Yes,Credit card (automatic),104.7,4134.85,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,1
4991,2018-07-01,2019-10-01,Month-to-month,Yes,Mailed check,55.7,899.8,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes,1
4992,2018-01-01,,Month-to-month,No,Mailed check,20.6,541.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4993,2019-08-01,,Two year,No,Credit card (automatic),19.65,116.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4994,2014-08-01,,One year,No,Bank transfer (automatic),115.8,7942.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
4995,2015-01-01,,Two year,No,Credit card (automatic),88.65,5321.25,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
4996,2016-07-01,,Month-to-month,Yes,Electronic check,94.5,4156.8,Fiber optic,Yes,Yes,No,No,Yes,No,Female,1,Yes,No,Yes,0
